dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,4.716444,12.921031,3.325340,5.068423,2.242550,-11.705256,0.688473
0.010000,4.755599,12.953548,3.376237,5.089699,2.127584,-11.496608,0.697596
0.010000,4.794612,12.986549,3.427336,5.109847,2.014820,-11.276382,0.706629
0.010000,4.833470,13.020024,3.478624,5.128891,1.904362,-11.045889,0.715566
0.010000,4.872165,13.053962,3.530093,5.146854,1.796294,-10.806752,0.724403
0.010000,4.910686,13.088350,3.581731,5.163761,1.690691,-10.560313,0.733133
0.010000,4.949025,13.123178,3.633527,5.179637,1.587607,-10.308378,0.741753
0.010000,4.987173,13.158434,3.685472,5.194507,1.487085,-10.052165,0.750257
0.010000,5.025123,13.194107,3.737556,5.208399,1.389152,-9.793309,0.758640
0.010000,5.062869,13.230183,3.789769,5.221337,1.293822,-9.532994,0.766899
0.010000,5.100405,13.266650,3.842103,5.233348,1.201095,-9.272757,0.775029
0.010000,5.137723,13.303498,3.894547,5.244458,1.110956,-9.013915,0.783027
0.010000,5.174821,13.340712,3.947094,5.254692,1.023384,-8.757191,0.790889
0.010000,5.211694,13.378282,3.999735,5.264075,0.938340,-8.504425,0.798611
0.010000,5.248337,13.416194,4.052461,5.272633,0.855781,-8.255828,0.806192
0.010000,5.284748,13.454436,4.105265,5.280389,0.775651,-8.012990,0.813627
0.010000,5.320925,13.492997,4.158139,5.287368,0.697889,-7.776279,0.820914
0.010000,5.356864,13.531863,4.211075,5.293592,0.622421,-7.546734,0.828052
0.010000,5.392566,13.571022,4.264066,5.299084,0.549176,-7.324568,0.835037
0.010000,5.428027,13.610462,4.317104,5.303865,0.478066,-7.110910,0.841868
0.010000,5.463249,13.650172,4.370184,5.307955,0.409009,-6.905704,0.848542
0.010000,5.498231,13.690139,4.423298,5.311374,0.341913,-6.709635,0.855059
0.010000,5.532973,13.730351,4.476439,5.314141,0.276686,-6.522690,0.861417
0.010000,5.567475,13.770797,4.529602,5.316273,0.213233,-6.345306,0.867614
0.010000,5.601740,13.811464,4.582780,5.317788,0.151455,-6.177813,0.873650
0.010000,5.635767,13.852342,4.635967,5.318700,0.091259,-6.019571,0.879523
0.010000,5.669559,13.893419,4.689157,5.319026,0.032544,-5.871527,0.885233
0.010000,5.703118,13.934683,4.742345,5.318778,-0.024785,-5.732865,0.890779
0.010000,5.736446,13.976124,4.795524,5.317970,-0.080823,-5.603809,0.896160
0.010000,5.769545,14.017730,4.848691,5.316613,-0.135668,-5.484535,0.901377
0.010000,5.802419,14.059491,4.901838,5.314719,-0.189408,-5.373987,0.906427
0.010000,5.835069,14.101395,4.954961,5.312298,-0.242138,-5.273020,0.911312
0.010000,5.867501,14.143433,5.008054,5.309358,-0.293945,-5.180644,0.916032
0.010000,5.899716,14.185592,5.061113,5.305909,-0.344913,-5.096812,0.920585
0.010000,5.931718,14.227864,5.114133,5.301958,-0.395128,-5.021505,0.924972
0.010000,5.963512,14.270238,5.167108,5.297511,-0.444666,-4.953816,0.929193
0.010000,5.995100,14.312704,5.220034,5.292575,-0.493608,-4.894211,0.933249
0.010000,6.026487,14.355250,5.272905,5.287155,-0.542024,-4.841591,0.937138
0.010000,6.057678,14.397869,5.325718,5.281255,-0.589987,-4.796257,0.940863
0.010000,6.088675,14.440549,5.378467,5.274879,-0.637563,-4.757604,0.944421
0.010000,6.119484,14.483281,5.431147,5.268031,-0.684814,-4.725150,0.947815
0.010000,6.150108,14.526056,5.483754,5.260713,-0.731802,-4.698814,0.951044
0.010000,6.180553,14.568863,5.536283,5.252927,-0.778584,-4.678198,0.954108
0.010000,6.210822,14.611693,5.588730,5.244675,-0.825214,-4.662995,0.957009
0.010000,6.240920,14.654537,5.641090,5.235958,-0.871740,-4.652623,0.959745
0.010000,6.270852,14.697386,5.693358,5.226776,-0.918213,-4.647241,0.962318
0.010000,6.300622,14.740230,5.745529,5.217129,-0.964673,-4.645979,0.964727
0.010000,6.330235,14.783059,5.797599,5.207017,-1.011163,-4.649063,0.966974
0.010000,6.359695,14.825866,5.849563,5.196440,-1.057721,-4.655778,0.969058
0.010000,6.389006,14.868641,5.901417,5.185396,-1.104382,-4.666107,0.970980
0.010000,6.418174,14.911374,5.953156,5.173884,-1.151177,-4.679510,0.972740
0.010000,6.447203,14.954057,6.004775,5.161903,-1.198137,-4.695978,0.974338
0.010000,6.476097,14.996681,6.056270,5.149450,-1.245287,-4.715033,0.975774
0.010000,6.504861,15.039237,6.107635,5.136524,-1.292652,-4.736516,0.977050
0.010000,6.533499,15.081717,6.158866,5.123121,-1.340254,-4.760113,0.978164
0.010000,6.562016,15.124110,6.209959,5.109240,-1.388109,-4.785595,0.979118
0.010000,6.590416,15.166410,6.260907,5.094878,-1.436237,-4.812709,0.979910
0.010000,6.618702,15.208606,6.311708,5.080031,-1.484649,-4.841226,0.980543
0.010000,6.646881,15.250691,6.362355,5.064698,-1.533358,-4.870877,0.981015
0.010000,6.674954,15.292655,6.412843,5.048874,-1.582372,-4.901445,0.981327
0.010000,6.702928,15.334490,6.463169,5.032557,-1.631699,-4.932695,0.981478
0.010000,6.730804,15.376186,6.513326,5.015716,-1.684110,-5.241103,0.981470
0.010000,6.758588,15.417737,6.563310,4.998348,-1.736803,-5.269251,0.981301
0.010000,6.786283,15.459131,6.613114,4.980477,-1.787028,-5.022564,0.980971
0.010000,6.813892,15.500362,6.662735,4.962102,-1.837570,-5.054224,0.980482
0.010000,6.841420,15.541420,6.712168,4.943218,-1.888425,-5.085411,0.979832
0.010000,6.868870,15.582297,6.761406,4.923822,-1.939583,-5.115882,0.979022
0.010000,6.896245,15.622984,6.810445,4.903911,-1.991038,-5.145427,0.978051
0.010000,6.923548,15.663473,6.859280,4.883484,-2.042776,-5.173810,0.976919
0.010000,6.950784,15.703755,6.907905,4.862536,-2.094783,-5.200714,0.975626
0.010000,6.977954,15.743822,6.956316,4.841065,-2.147043,-5.226059,0.974172
0.010000,7.005061,15.783666,7.004506,4.819070,-2.199537,-5.249399,0.972556
0.010000,7.032110,15.823278,7.052472,4.796547,-2.252244,-5.270626,0.970779
0.010000,7.059101,15.862649,7.100207,4.773496,-2.305138,-5.289442,0.968840
0.010000,7.086038,15.901771,7.147706,4.749914,-2.358193,-5.305526,0.966738
0.010000,7.112924,15.940636,7.194964,4.725800,-2.411380,-5.318684,0.964474
0.010000,7.139759,15.979236,7.241976,4.701154,-2.464666,-5.328562,0.962047
0.010000,7.166548,16.017561,7.288735,4.675974,-2.518016,-5.334984,0.959456
0.010000,7.193290,16.055605,7.335238,4.650260,-2.571390,-5.337425,0.956702
0.010000,7.219989,16.093358,7.381478,4.624012,-2.624749,-5.335951,0.953784
0.010000,7.246646,16.130813,7.427450,4.597232,-2.678048,-5.329845,0.950702
0.010000,7.273262,16.167962,7.473150,4.569919,-2.731239,-5.319140,0.947455
0.010000,7.299839,16.204795,7.518570,4.542077,-2.784272,-5.303228,0.944044
0.010000,7.326377,16.241306,7.563707,4.513706,-2.837092,-5.282030,0.940467
0.010000,7.352879,16.277487,7.608555,4.484809,-2.889642,-5.255039,0.936725
0.010000,7.379343,16.313330,7.653109,4.455391,-2.941862,-5.221978,0.932817
0.010000,7.405772,16.348826,7.697364,4.425454,-2.993687,-5.182535,0.928744
0.010000,7.432165,16.383969,7.741314,4.395003,-3.045052,-5.136450,0.924505
0.010000,7.458522,16.418750,7.784954,4.364044,-3.095883,-5.083103,0.920100
0.010000,7.484845,16.453163,7.828280,4.332583,-3.146109,-5.022559,0.915529
0.010000,7.511132,16.487201,7.871286,4.300627,-3.195650,-4.954159,0.910792
0.010000,7.537383,16.520855,7.913968,4.268183,-3.244429,-4.877850,0.905889
0.010000,7.563598,16.554120,7.956321,4.235259,-3.292360,-4.793128,0.900820
0.010000,7.589775,16.586987,7.998340,4.201865,-3.339359,-4.699876,0.895586
0.010000,7.615915,16.619452,8.040020,4.168012,-3.385335,-4.597625,0.890187
0.010000,7.642016,16.651507,8.081357,4.133710,-3.430200,-4.486553,0.884623
0.010000,7.668076,16.683145,8.122346,4.098971,-3.473859,-4.365817,0.878896
0.010000,7.694095,16.714362,8.162985,4.063809,-3.516218,-4.235989,0.873005
0.010000,7.720070,16.745151,8.203267,4.028237,-3.557180,-4.096134,0.866952
0.010000,7.746000,16.775506,8.243190,3.992271,-3.596650,-3.947060,0.860737
0.010000,7.771883,16.805423,8.282749,3.955926,-3.634529,-3.787856,0.854362
0.010000,7.797716,16.834896,8.321941,3.919218,-3.670720,-3.619102,0.847828
0.010000,7.823498,16.863921,8.360763,3.882167,-3.705128,-3.440754,0.841137
0.010000,7.849226,16.892493,8.399211,3.844791,-3.737657,-3.252943,0.834290
0.010000,7.874896,16.920607,8.437282,3.807108,-3.768213,-3.055638,0.827288
0.010000,7.900507,16.948261,8.474973,3.769141,-3.796710,-2.849629,0.820135
0.010000,7.926055,16.975450,8.512282,3.730911,-3.823059,-2.634920,0.812831
0.010000,7.951538,17.002172,8.549207,3.692439,-3.847179,-2.412015,0.805380
0.010000,7.976952,17.028423,8.585744,3.653749,-3.868995,-2.181585,0.797785
0.010000,8.002294,17.054201,8.621893,3.614865,-3.888437,-1.944226,0.790047
0.010000,8.027560,17.079504,8.657651,3.575810,-3.905443,-1.700622,0.782170
0.010000,8.052748,17.104331,8.693017,3.536611,-3.919960,-1.451667,0.774158
0.010000,8.077852,17.128679,8.727990,3.497291,-3.931942,-1.198194,0.766014
0.010000,8.102871,17.152549,8.762569,3.457878,-3.941357,-0.941485,0.757742
0.010000,8.127800,17.175939,8.796753,3.418396,-3.948178,-0.682149,0.749346
0.010000,8.152635,17.198849,8.830541,3.378872,-3.952398,-0.421991,0.740829
0.010000,8.177373,17.221280,8.863935,3.339332,-3.954016,-0.161760,0.732198
0.010000,8.202010,17.243233,8.896933,3.299801,-3.953047,0.096903,0.723456
0.010000,8.226541,17.264707,8.929536,3.260306,-3.949519,0.352728,0.714608
0.010000,8.250964,17.285706,8.961744,3.220871,-3.943478,0.604145,0.705661
0.010000,8.275274,17.306230,8.993560,3.181521,-3.934980,0.849822,0.696618
0.010000,8.299467,17.326282,9.024982,3.142280,-3.924099,1.088098,0.687487
0.010000,8.323540,17.345864,9.056014,3.103171,-3.910923,1.317555,0.678272
0.010000,8.347489,17.364980,9.086656,3.064216,-3.895557,1.536616,0.668980
0.010000,8.371309,17.383632,9.116911,3.025434,-3.878119,1.743810,0.659618
0.010000,8.394998,17.401825,9.146779,2.986847,-3.858742,1.937710,0.650191
0.010000,8.418551,17.419562,9.176264,2.948471,-3.837573,2.116918,0.640707
0.010000,8.441964,17.436848,9.205367,2.910324,-3.814772,2.280110,0.631172
0.010000,8.465235,17.453687,9.234091,2.872439,-3.788470,2.630210,0.621594
0.010000,8.488361,17.470085,9.262442,2.835013,-3.742632,4.583752,0.611978
0.010000,8.511342,17.486050,9.290424,2.798214,-3.679864,6.276770,0.602330
0.010000,8.534177,17.501589,9.318044,2.762046,-3.616798,6.306612,0.592657
0.010000,8.556866,17.516709,9.345309,2.726510,-3.553583,6.321543,0.582965
0.010000,8.579408,17.531417,9.372225,2.691606,-3.490370,6.321326,0.573258
0.010000,8.601803,17.545722,9.398799,2.657333,-3.427311,6.305821,0.563544
0.010000,8.624050,17.559629,9.425036,2.623688,-3.364561,6.275069,0.553828
0.010000,8.646150,17.573148,9.450942,2.590665,-3.302269,6.229174,0.544116
0.010000,8.668102,17.586285,9.476525,2.558259,-3.240586,6.168254,0.534414
0.010000,8.689906,17.599048,9.501789,2.526463,-3.179658,6.092808,0.524727
